ACTION,TOPIC,CAMERA_OF_CONVERSATION,MEM_DEP,MEM_DEP_TOPIC,UTTERANCE_ID,UTTERANCE
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2862,"I can recommend you for an easier to use camera, this one is a full automatic camera it has 18 different preset modes"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2862,"I can recommend you for an easier to use camera, this one is a full automatic camera it has 18 different preset modes"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,1295,"if you go into the menu system you'll see something that comes out that says preset, then it'll say well I want to take a portrait a night time, I am at the beach, I'm in the snow, you tell it what's going on and what you're thinking, and it will choose the perfect setting for exactly what you want"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,1295,"if you go into the menu system you'll see something that comes out that says preset, then it'll say well I want to take a portrait a night time, I am at the beach, I'm in the snow, you tell it what's going on and what you're thinking, and it will choose the perfect setting for exactly what you want"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4620,it comes in 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4620,it comes in 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4666,It has 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4666,It has 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2848,It has 18 different preset modes so you don't need to adjust settings it can adjust settings automatically
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2848,It has 18 different preset modes so you don't need to adjust settings it can adjust settings automatically
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,195,it has 18 preset modes 12 glamour retouch my roots and it's point and shoot
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,195,it has 18 preset modes 12 glamour retouch my roots and it's point and shoot
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,996,"there's a few preset modes too here, so if you are in different environments you can squeeze a extra performance out of a good, mostly for people that just point and shoot"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,996,"there's a few preset modes too here, so if you are in different environments you can squeeze a extra performance out of a good, mostly for people that just point and shoot"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3481,"This camera comes with a full automatic settings, there are 18 preset mode"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3481,"This camera comes with a full automatic settings, there are 18 preset mode"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3604,this has 18 different preset mode and includes a beach settings and also night mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3604,this has 18 different preset mode and includes a beach settings and also night mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,768,"this has a lot of different settings if you choose to look into that, different settings that help you say to the camera while I'm at the beach or in the snow, please choose the best settings for that situation but you don't have to use those if you don't want to"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,768,"this has a lot of different settings if you choose to look into that, different settings that help you say to the camera while I'm at the beach or in the snow, please choose the best settings for that situation but you don't have to use those if you don't want to"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2734,this one has 18 different preset mode and it supports almost every conditions
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2734,this one has 18 different preset mode and it supports almost every conditions
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,654,"yes if you are in particular conditions, like a conference, or beach, or snow, or taking a portrait night time of fireworks, you can do some settings in the menu where the camera knows that's what you're thinking and it can set the ideal settings for you"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,654,"yes if you are in particular conditions, like a conference, or beach, or snow, or taking a portrait night time of fireworks, you can do some settings in the menu where the camera knows that's what you're thinking and it can set the ideal settings for you"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2802,yes it  has 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2802,yes it  has 18 different preset modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3287,"yes it can shoot in different kinds of condition for instance for Beach or for snow condition, and also for night portraits"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3287,"yes it can shoot in different kinds of condition for instance for Beach or for snow condition, and also for night portraits"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4804,yes it has 18 different preset modes so it can adjust to many different kind of settings
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,4804,yes it has 18 different preset modes so it can adjust to many different kind of settings
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3568,"yes it has 18 different preset modes so you can set the settings, the settings is adjusted for everything"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,3568,"yes it has 18 different preset modes so you can set the settings, the settings is adjusted for everything"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2883,Yes it's a full automatic camera and it has 18 different preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes,NIKON,,,2883,Yes it's a full automatic camera and it has 18 different preset mode
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4392,"basically when you go, for instance, to the Beach or to an area with lots of snow, it will adjust the settings itself so you don't need to adjust it by yourself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4392,"basically when you go, for instance, to the Beach or to an area with lots of snow, it will adjust the settings itself so you don't need to adjust it by yourself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4725,"basically with the preset mode then  you don't need to control how long the camera take picture every time, so with the manual settings you can control, for instance so the camera shoots really fast or really slow how much light it taken"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4725,"basically with the preset mode then  you don't need to control how long the camera take picture every time, so with the manual settings you can control, for instance so the camera shoots really fast or really slow how much light it taken"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3826,"for every scenery, for instance beach, in snow or for night time it will adjust the settings automatically"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3826,"for every scenery, for instance beach, in snow or for night time it will adjust the settings automatically"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4089,"for instance if you're taking pictures in the beach, for instance, night time it has different settings but it will adjust the settings itself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4089,"for instance if you're taking pictures in the beach, for instance, night time it has different settings but it will adjust the settings itself"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,2519,if you want to work in automatic then you can tell it what sort of extreme situation you might be in the beach on a bright sunny day if you're in the snow over if you deep in the jungle that helps the automatic brain inside the camera choose the best settings for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,2519,if you want to work in automatic then you can tell it what sort of extreme situation you might be in the beach on a bright sunny day if you're in the snow over if you deep in the jungle that helps the automatic brain inside the camera choose the best settings for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3341,it has preset mode for beach mode and also for night settings for traveling
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3341,it has preset mode for beach mode and also for night settings for traveling
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3062,"it's when you want to shoot in different kind of condition for instance beach, snow, or for night portrait"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,3062,"it's when you want to shoot in different kind of condition for instance beach, snow, or for night portrait"
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4767,the preset mode has basically has a night nightmare beach mode or landscape
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,4767,the preset mode has basically has a night nightmare beach mode or landscape
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,1567,"the preset modes are something you can use when you're in extreme situations like a bright sunny day on the beach or in the snow, they suggest the camera is a different it might want to work a little different so its like a different kind of automatic mode to deal with the extra light or a particular kind of pictures like portrait "
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,1567,"the preset modes are something you can use when you're in extreme situations like a bright sunny day on the beach or in the snow, they suggest the camera is a different it might want to work a little different so its like a different kind of automatic mode to deal with the extra light or a particular kind of pictures like portrait "
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,2122,they're all about the because the camera's automatic sometimes you have to tell it if you're  in somewhere a little bit out of the normal snow storm or out on the beach bright sunlight or taking a portrait that just tells you tells the camera what's so it can make the best decisions for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,preset_modes_what,NIKON,,,2122,they're all about the because the camera's automatic sometimes you have to tell it if you're  in somewhere a little bit out of the normal snow storm or out on the beach bright sunlight or taking a portrait that just tells you tells the camera what's so it can make the best decisions for you
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:art_school,-1,The nikon is our cheapest camera. Perfect for poor art students
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:family_and_friends,2417,"this is only $68 it's still a really fun little camera to use, it's great for family and friends and if you want to go out and take some holiday pictures and so forth you get nice results it's fully automatic just point and shoot"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:family_and_friends,2417,"this is only $68 it's still a really fun little camera to use, it's great for family and friends and if you want to go out and take some holiday pictures and so forth you get nice results it's fully automatic just point and shoot"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:family_and_friends,1565,"This nikon is incredibly affordable, it's only $68, but it has a 20 megapixel sensors, so the pictures are fantastic quality and it is really easy to use with family and friends, people might move around a lot but this cameras really responsive, it's design for that situation take some pictures with it if you like"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:family_and_friends,1565,"This nikon is incredibly affordable, it's only $68, but it has a 20 megapixel sensors, so the pictures are fantastic quality and it is really easy to use with family and friends, people might move around a lot but this cameras really responsive, it's design for that situation take some pictures with it if you like"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:gift,2213,$68 and with that includes gift wrapping if you like
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:gift,2213,$68 and with that includes gift wrapping if you like
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,APPEND,PURPOSE:novice,-1,"The nikon is our cheapest camera, which is good if you're not to serious about photography"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,COMPARE,SONY,1638,"it's a big step up to the qualities I said, this is $68, it's better than your phone, to get much better than, $550 so almost ten times more"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,COMPARE,SONY,1638,"it's a big step up to the qualities I said, this is $68, it's better than your phone, to get much better than, $550 so almost ten times more"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,COMPARE,SONY,4736,"yes, the other camera we have about $550 this one goes for $68"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,COMPARE,SONY,4736,"yes, the other camera we have about $550 this one goes for $68"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,7,$68 and it gets very high-resolution photographs to it's right value for the price
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,7,$68 and it gets very high-resolution photographs to it's right value for the price
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,57,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,651,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,861,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,880,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,921,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1016,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1236,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1251,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1469,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1859,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1992,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2002,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2448,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2699,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3464,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3464,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2699,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2448,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2002,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1992,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1859,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1469,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1251,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1236,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1016,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,921,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,880,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,861,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,651,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,57,68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4080,For this camera it's just $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4080,For this camera it's just $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4510,it cost of just $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4510,it cost of just $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3952,it costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4384,it costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4384,it costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3952,it costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4337,it costs only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4337,it costs only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,338,it's $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,338,it's $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2847,It's 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3323,It's 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3323,It's 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2847,It's 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,361,it's excellent value on a $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,361,it's excellent value on a $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1387,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1451,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1599,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2011,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2031,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2357,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2357,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2031,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2011,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1599,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1451,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1387,its only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,37,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,92,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,735,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1107,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1147,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1186,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1486,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1529,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1577,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1689,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2390,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2667,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3591,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3591,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2667,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2390,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1689,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1577,It's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1529,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1486,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1186,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1147,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1107,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,735,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,92,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,37,it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2159,"it's only $68 but please take a couple of pictures see how it feels, see how you like the results"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2159,"it's only $68 but please take a couple of pictures see how it feels, see how you like the results"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1504,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1556,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1609,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1609,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1556,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1504,It's only 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,669,"just for the body is $2000, but for a simple camera we have a full camera ready to go to take nice pictures for $68"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,669,"just for the body is $2000, but for a simple camera we have a full camera ready to go to take nice pictures for $68"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,170,one of the best cameras at the price it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,170,one of the best cameras at the price it's only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2315,only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2315,only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1680,Only the best
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1680,Only the best
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3472,that one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4630,That one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4630,That one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3472,that one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4803,that one cost 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4803,that one cost 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4374,that one costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4374,that one costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2909,the 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2909,the 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3319,the one to 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3319,the one to 68 dollars
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4707,the previous camera is $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4707,the previous camera is $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2793,the previous camera is the cheapest camera we have it is $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2793,the previous camera is the cheapest camera we have it is $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4481,the previously one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4481,the previously one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3154,this camera cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3154,this camera cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2989,this camera cost only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3094,this camera cost only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3094,this camera cost only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2989,this camera cost only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3149,this camera cost only $68 and it comes with a full auto modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3149,this camera cost only $68 and it comes with a full auto modes
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3007,this camera costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3007,this camera costs $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,93,this is one of the best cameras in this range at this price point perhaps you would like to see the other cameras
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,93,this is one of the best cameras in this range at this price point perhaps you would like to see the other cameras
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2458,this is only $550
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2458,this is only $550
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,478,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,803,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,956,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1204,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,1204,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,956,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,803,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,478,this is only $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,222,this is only $68 it's the best camera in its price range
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,222,this is only $68 it's the best camera in its price range
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4258,"this is the cheapest camera we have, it's just 68 dollars"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4258,"this is the cheapest camera we have, it's just 68 dollars"
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,2806,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3181,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3220,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3384,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3539,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3664,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3791,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4057,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4181,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4190,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4324,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4412,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4412,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4324,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4190,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4181,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,4057,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3791,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3664,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3539,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3384,this one cost $68
S_ANSWERS_QUESTION_ABOUT_FEATURE,price,NIKON,,,3220,this one cost $68
