,SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
4696,yes it does,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
1598,we do,PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
4323,here it is,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
4078,yes it is,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
1366,do you think he'd like to come in and see it first as well just see how it works for him,PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
4179,yes isn't it nice,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
4281,here you are,PASSIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
870,grateful we could get someone to use right away,PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
1239,switch it on,PROACTIVE,PRESENT_X;NIKON,12;PRESENT_X;NIKON,-,0.066471126922488924,,BAD
3001,I recommend you this camera for automatic settings camera,PASSIVE,PRESENT_X;NIKON,130;PRESENT_X;NIKON,*,0.41520918740166557,,-
4373,"This camera is the perfect camera for you, this camera is very easy to use you can just push this button to take pictures, aside from that, this camera also has retouch effect for instance if you want to make your cat more cute by have wider eyes",PASSIVE,PRESENT_X;NIKON,130;PRESENT_X;NIKON,-,0.41520918740166557,,-
4320,I think this camera is good for you,PASSIVE,PRESENT_X;NIKON,130;PRESENT_X;NIKON,-,0.41520918740166557,,-
2303,"it's a different idea to the DSLR, so with the DSLR contains a lot of mechanism around the internal glass with a pint of prism and a mirror this does away with all of that so pick it up and feel how light it is",PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.20106357336044312,,-
898,there is a cheaper model over here at the types of pictures that are almost as good but it has some limits and compromises it's $550,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.20106357336044312,,-
1833,"Over here we have cameras to take pictures almost as good as this camera, but its only $550, the lenses are all within a prosumer range, so they're all high end hobby lenses, they are not professional, over here this camera is designed to pick up the idea of your mobile phone, its point and shoot, it's great with family and friends, its 68",PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.20106357336044312,,-
1707,this is something you make money at or you are trying to take the best that you can competition,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,*,0.20106357336044312,,-
2201,I can I ask how close you were going to get to a talent,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.20106357336044312,,-
1263,"I think probably you will really like the pictures out of this one, but you'll find it very easy to travel with as well, you can have one or two lenses and a very simple kit and it's very easy to use",PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.20106357336044312,,-
1583,"this camera over here is a fantastic first semi professional camera, it's a quarter of the price of a top end camera with full manual control",PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,-,0.50608763098716736,,-
269,I understand I travel a lot myself and I never know what I'm going to see so I try to have a camera that will respond to what I see when I see it,PROACTIVE,PRESENT_X;SONY,132;PRESENT_X;SONY,*,0.50608763098716736,,-
4194,"this one has an aps-c sensor, so it's really good for taking landscape pictures, aside from that, it has a preset mode so it's really easy to use",PASSIVE,PRESENT_X;SONY,133;PRESENT_X;SONY,*,0.31963119983673094,,-
1620,"No its actually mirrorless, its gotten rid of a lot of the mechanics that are in some of the larger cameras, that cause some compromise in terms of creative control but that means it's really light and you can go with it and take great pictures without it being a problem",PROACTIVE,PRESENT_X;SONY,133;PRESENT_X;SONY,-,0.31963119983673094,,-
781,"it's a three-quarter aps-c sensor, so it will still give you great resolution and so forth, but in some ways you have to rethink some of your calculations for how your lenses work",PROACTIVE,PRESENT_X;SONY,133;PRESENT_X;SONY,-,0.31963119983673094,,-
64,this is an aps-c sensor so it's a little bit cramped compared to the way some people think of a 35 millimeter sensor but it's getting very technical for a digital camera it's quite big,PROACTIVE,PRESENT_X;SONY,133;PRESENT_X;SONY,-,0.31963119983673094,,-
819,"it's a three-quarter cropped aps-c sensor so that actually means it's going to give your great pictures, but it's a price compromise without going up to full frame which is going to quadruple the price",PROACTIVE,PRESENT_X;SONY,133;PRESENT_X;SONY,-,0.31963119983673094,,-
3406,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4447,sure,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3414,if you need anything else please let me know,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
1839,see you next week,PROACTIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3083,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3118,please come again,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3395,you are welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3980,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3623,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4123,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3989,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3753,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4775,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3469,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4782,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
1756,see you soon,PROACTIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3779,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3305,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3238,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4183,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3294,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4822,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4274,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3512,If you need anything else I'll be there,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4253,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4199,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
1987,see you soon,PROACTIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3168,you're welcome see you later,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3283,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3435,you are welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4626,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3137,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3946,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3044,you are welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
2097,anytime come back anytime to check it out if you want,PROACTIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4646,thank you for dropping by,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4957,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
4369,thank you for coming,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3806,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3250,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
2687,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,-,0.30151553245899088,,-
3336,you're welcome,PASSIVE,WAITING;NONE,134;WAITING;NONE,*,0.30151553245899088,,-
1665,what about the photo can I ask what sort of photos you take,PROACTIVE,PRESENT_X;SONY,135;PRESENT_X;SONY,*,0.34774056077003479,,-
1715,"If you like, you can take some photos here, bring your laptop in and transfer them over and see how well that works for you",PROACTIVE,PRESENT_X;SONY,135;PRESENT_X;SONY,-,0.34774056077003479,,-
1714,"do you work with photos on a laptop or through a TV screen, do you like to print them?",PROACTIVE,PRESENT_X;SONY,135;PRESENT_X;SONY,-,0.34774056077003479,,-
261,would you like to take some photos with it,PROACTIVE,PRESENT_X;SONY,135;PRESENT_X;SONY,-,0.34774056077003479,,-
451,we have those kind of cameras in this corner over here,PROACTIVE,PRESENT_X;NIKON,136;PRESENT_X;NIKON,-,0.27241495996713638,,-
1182,we will call that human nature and we have a camera that's perfect for Human Nature,PROACTIVE,PRESENT_X;NIKON,136;PRESENT_X;NIKON,-,0.27241495996713638,,-
1248,the camera over here is much simpler than your smartphone and takes much better pictures,PROACTIVE,PRESENT_X;NIKON,136;PRESENT_X;NIKON,*,0.27241495996713638,,-
1575,"this camera is designed to travel around with you and not get in the way while you take great pictures, it's all about the picture and not about the gear, its point and shoot, fully automatic, although you can go into the menu and do some very limited manual settings just to make sure the picture is top notch",PROACTIVE,PRESENT_X;NIKON,136;PRESENT_X;NIKON,-,0.27241495996713638,,-
484,come back over here in this corner of the Shelf we've got cameras that are designed to take pictures as good as high and cameras and it's still very simple to use,PROACTIVE,PRESENT_X;SONY,137;PRESENT_X;SONY,-,0.34390737861394882,,-
1308,"we have two camera that can take artistic pictures, the Sony has the number of settings but some limits the controls for the shutter speed will go up to 30 seconds but if you want to do very long exposures this camera can't do that",PROACTIVE,PRESENT_X;SONY,137;PRESENT_X;SONY,-,0.34390737861394882,,-
1094,"over here this is a prosumer camera that takes pictures as good as a professional model, but with some limitations such as Shutter Speed or low light shooting, they're not quite as good",PROACTIVE,PRESENT_X;SONY,137;PRESENT_X;SONY,-,0.34390737861394882,,-
366,we put two cameras that you can work with like that they have different limits let's start over here,PROACTIVE,PRESENT_X;SONY,137;PRESENT_X;SONY,*,0.34390737861394882,,-
1597,its only 120 grams and it also has 20 megapixel sensor which is a fancy way of saying the pictures are fantastic quality and you could do so great print from its not just for facebook and the internet,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
1955,"The picture quality is excellent, it has a 20 megapixel sensor, it has a good lens in front of that, please pick it up and see how it works have a play",PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
276,it's very lightweight it has excellent picture quality the sensor is 20 megapixels it's basically a point and shoot camera,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
990,it takes fantastic pictures it's got a 20 megapixel sensor,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
659,"it takes any picture you want to take, really all the pictures they come out really well it's got 20 megapixel sensor, it's got a nice sense of color balance, you get rich colors and great travel pics",PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
1442,"this camera has a 20 megapixel sensor, it's only $68 so you got excellent pictures  great picture quality, quite a low price, it's also extremely simple to use and comes in range of colors",PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
496,it has a 20 megapixel sensor so when you go to your Photoshop you can get good quality prints up to quite a large size,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,*,0.223930657402543,,-
164,"please come have a look at this camera over here, this is an excellent quality point and shoot camera 20 megapixel pictures so you can blow them up as big posters on your wall and they still look great",PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
784,"it has an excellent 20 megapixel sensor, what you will find with this is it's got a  much smaller amount of glass in the lens, so  much smaller lens land surface area, so the pictures through the lens won't be as good as the other cameras you are used to",PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
1358,yes this is much the same camera he has been upgraded is now has a 20 megapixel sensor other than that it does look the same job taking pictures of family and friends,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
834,you can see you can view them and blow up the pictures you can see the quality that's coming off the 20 megapixel sensor,PROACTIVE,PRESENT_X;NIKON,138;PRESENT_X;NIKON,-,0.223930657402543,,-
1512,is the art school paying,PROACTIVE,PRESENT_X;CANON,139;PRESENT_X;CANON,-,0.37683912366628647,,-
2470,"yes and you can see how heavy it is how do you like to work in the field is, is it has a camera something you carry with you all the time",PROACTIVE,PRESENT_X;CANON,139;PRESENT_X;CANON,-,0.37683912366628647,,-
1510,art school so are you in a studio set up or are you going out into the field much,PROACTIVE,PRESENT_X;CANON,139;PRESENT_X;CANON,-,0.37683912366628647,,-
1744,do you do most of your work in studio or in the field,PROACTIVE,PRESENT_X;CANON,139;PRESENT_X;CANON,*,0.37683912366628647,,-
3289,yes this one compared to the previous one it has bulb mode and a higher ISO,PASSIVE,PRESENT_X;CANON,13;PRESENT_X;CANON,*,0.35381161421537399,,-
3370,"this one doesn't come in manual settings, but you can change your lens and have a higher ISO",PASSIVE,PRESENT_X;CANON,13;PRESENT_X;CANON,-,0.35381161421537399,,-
4569,"basically it has a better sensor, aside from that you can adjust the lens, and also it has higher ISO, it goes up to 6400, you also have bulb mode to hold the exposure",PASSIVE,PRESENT_X;CANON,13;PRESENT_X;CANON,-,0.35381161421537399,,-
3404,the previous one has 3200 iso,PASSIVE,PRESENT_X;CANON,13;PRESENT_X;CANON,-,0.35381161421537399,,-
1587,"You can see even in here without a flash it works well in fairly low light, it's got an ISO of 3200",PROACTIVE,PRESENT_X;SONY,140;PRESENT_X;SONY,-,0.40760553836822511,,-
229,the iso goes up to 3200 it's very good up to mid evening beyond that you will need a flash,PROACTIVE,PRESENT_X;SONY,140;PRESENT_X;SONY,-,0.40760553836822511,,-
690,"we have two cameras with a good ISO range, this one in your hand now goes up to 3200 ISO so you can take pictures without using a Flash and get some good results without too much noise",PROACTIVE,PRESENT_X;SONY,140;PRESENT_X;SONY,-,0.40760553836822511,,-
213,the ISO goes up to 3200 is so so you can take pictures up to mid evening,PROACTIVE,PRESENT_X;SONY,140;PRESENT_X;SONY,*,0.40760553836822511,,-
2284,"the low light in this  is really good, it goes up to 3200 iso and it will take a flash as well of course and if you wanted to take longer exposures at sunset into the evening, it's got a shutter speed 30 seconds",PROACTIVE,PRESENT_X;SONY,140;PRESENT_X;SONY,-,0.40760553836822511,,-
155,this is the Canon 5d Mark 3 and it has all the manual settings you could ever want full creative control,PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,*,0.28689921638112009,,-
1003,"so you're a professional, and this is a tough and professional camera the latest Canon 5d Mark 3",PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
544,this particular Canon is the latest 5d Mark 3 it has a full frame sensor so you can get fantastic quality out of It's kind used by top end photographers,PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
585,this is the brand new Canon 5d mark 3 if you already have some Canon lenses that will work on this camera the shutter speed will go quick it will go 30 seconds,PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
433,this is the Mark 3 with full frame sensor,PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
2046,"the Canon 5d mark 3 will be able to do anything you want, so if you got a top shutter speed of 30 seconds, then you have a setting where you can keep the shutter open for as long as you wan, a minute, an hour, or a week",PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
843,"this is the Canon 5d Mark 3 you may have heard about it, it's a photojournalism camera with full creative control, everything can be set manually, a wide range of lenses that you buy separate of course",PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
973,"you'll be looking at the top en professional camera with full manual settings, this is the Canon 5d Mark 3 ,if it can be set manually on any camera can be set manually on this camera, it's designed to handle any conditions in any place at any time according to what you want to do",PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
178,this is the Canon 5d Mark 3 and it's the first choice of most top professionals it has full manual control and a huge range of lenses,PROACTIVE,PRESENT_X;CANON,141;PRESENT_X;CANON,-,0.28689921638112009,,-
3796,this is the best camera and the biggest camera that we have,PASSIVE,PRESENT_X;CANON,142;PRESENT_X;CANON,*,0.62596273422241211,,-
3038,This camera is the best in our store,PASSIVE,PRESENT_X;CANON,142;PRESENT_X;CANON,-,0.62596273422241211,,-
2478,"alright so you're looking more at the slower picture still pictures of trains and so forth, will you be panning trains in the field movement and doing that from a tripod as well",PROACTIVE,PRESENT_X;CANON,143;PRESENT_X;CANON,*,0.3257053565979004,,-
938,in the studio it would be mostly set up on a tripod,PROACTIVE,PRESENT_X;CANON,143;PRESENT_X;CANON,-,0.3257053565979004,,-
1745,"It's very adaptable camera for both, it's more of the tripod that you want to change between the two settings, if you have access to any of the lenses any kind lens under ten years old should work with this camera",PROACTIVE,PRESENT_X;CANON,143;PRESENT_X;CANON,-,0.3257053565979004,,-
707,and if you'd like us to set a camera up so that you can work with it on a tripod and so forth try some different lenses please let us know and we'll have an affair assistance help you out,PROACTIVE,PRESENT_X;CANON,143;PRESENT_X;CANON,-,0.3257053565979004,,-
2096,It's designed for use often on a tripod so people will set this up in studios of course or go out in the field generally with the tripod to such a heavy camera and its use for lot of video  as well,PROACTIVE,PRESENT_X;CANON,143;PRESENT_X;CANON,-,0.3257053565979004,,-
695,this is a social camera for family snaps for parties for going to conventions but good general family use very cheap take Sky pictures but you don't really have the creative control,PROACTIVE,PRESENT_X;NIKON,144;PRESENT_X;NIKON,-,0.30633999347686769,,-
1375,"this camera is designed to take great pictures of family and friends, out on holidays, you got a range of preset modes, so if you're up a mountain along the beach you can tell the camera where you are and it will get the right settings to make a picture look fantastic",PROACTIVE,PRESENT_X;NIKON,144;PRESENT_X;NIKON,-,0.30633999347686769,,-
553,this is a great General use cameras quite sure it's very light it's good for family snaps and basic holiday photos,PROACTIVE,PRESENT_X;NIKON,144;PRESENT_X;NIKON,*,0.30633999347686769,,-
329,yes it's perfect for family holiday snaps the pictures are beautiful and you can make big enlargements,PROACTIVE,PRESENT_X;NIKON,144;PRESENT_X;NIKON,-,0.30633999347686769,,-
1292,"sure, just over here this camera takes beautiful pictures but it's designed to be point-and-shoot, catch that moment with family and friends or when it's an old family holiday",PROACTIVE,PRESENT_X;NIKON,144;PRESENT_X;NIKON,-,0.30633999347686769,,-
2227,the photos from this are almost as good as a top end fashion photography camera,PROACTIVE,PRESENT_X;SONY,145;PRESENT_X;SONY,*,0.3714301109313965,,-
1815,"This particular model here is very popular with art college student, its only $550 but the quality of the pictures almost as good as a high end photojournalism camera, it has a range of interchangeable lenses, a lot of manual settings, so you can work on full automatic if you want, but you  can drop into all the mainstream manual settings and play with those as well as you develop a sense of how the technicalities work",PROACTIVE,PRESENT_X;SONY,145;PRESENT_X;SONY,-,0.3714301109313965,,-
131,the picture quality from this camera is excellent option for most photos it is as good as the top-end camera,PROACTIVE,PRESENT_X;SONY,145;PRESENT_X;SONY,-,0.3714301109313965,,-
1966,"We have point-and-shoot automatic cameras which are available in a range of colors, and we have top end fashion science end photojournalism cameras",PROACTIVE,PRESENT_X;SONY,145;PRESENT_X;SONY,-,0.3714301109313965,,-
1632,the pictures it takes are almost as good as a photojournalism camera,PROACTIVE,PRESENT_X;SONY,145;PRESENT_X;SONY,-,0.3714301109313965,,-
2640,for that though it has an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
2827,it's an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
2901,for this it has aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
369,it's an aps-c sensor so little smaller than what a lot of people call full frame,PROACTIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
2995,this camera has an aps-c sensor which is not full frame but wide enough,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
2721,It has an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,*,0.52539536936415565,,-
3998,It has an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
3447,It has an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
3760,Yes it has an aps-c sensor which is not full frame but really good,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
3885,yes actually it's not a full frame but this is aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
4150,it's an aps-c sensor,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
3915,although it's not a full frame sensor it's an aps-c sensor which is good for outdoor scenery as well,PASSIVE,PRESENT_X;SONY,146;PRESENT_X;SONY,-,0.52539536936415565,,-
3792,thank you for coming to our store,PASSIVE,WAITING;NONE,147;WAITING;NONE,*,0.99195987731218338,,-
2828,thank you for coming to our store,PASSIVE,WAITING;NONE,147;WAITING;NONE,-,0.99195987731218338,,-
3010,thank you for coming to our store today,PASSIVE,WAITING;NONE,147;WAITING;NONE,-,0.99195987731218338,,-
3175,thank you for coming to our store,PASSIVE,WAITING;NONE,147;WAITING;NONE,-,0.99195987731218338,,-
1596,pick it up and take some shots with it,PROACTIVE,PRESENT_X;NIKON,148;PRESENT_X;NIKON,-,0.28867009282112122,,-
2586,that would make a big difference and help you capture that moment get their personality coming through the shot,PROACTIVE,PRESENT_X;NIKON,148;PRESENT_X;NIKON,-,0.28867009282112122,,-
836,"there are some other cameras out there that maybe take better pictures but they that come at a much higher price tag, at 68 dollars you'll get some great shots you can enlarge, the next step up is over $500",PROACTIVE,PRESENT_X;NIKON,148;PRESENT_X;NIKON,-,0.28867009282112122,,-
2230,Are you traveling around this area or is it a big overseas trip,PROACTIVE,PRESENT_X;NIKON,148;PRESENT_X;NIKON,*,0.28867009282112122,,-
2029,we also got it in black silver red and purple,PROACTIVE,PRESENT_X;NIKON,149;PRESENT_X;NIKON,-,0.61317891597747798,,-
3581,no it comes in black red silver pink and purple,PASSIVE,PRESENT_X;NIKON,149;PRESENT_X;NIKON,-,0.61317891597747798,,-
2446,black silver red pink and purple,PROACTIVE,PRESENT_X;NIKON,149;PRESENT_X;NIKON,-,0.61317891597747798,,-
3314,Yes it comes in also black red silver pink and purple,PASSIVE,PRESENT_X;NIKON,149;PRESENT_X;NIKON,-,0.61317891597747798,,-
3268,Yes it comes in black silver red pink and purple,PASSIVE,PRESENT_X;NIKON,149;PRESENT_X;NIKON,*,0.61317891597747798,,-
1807,"here's my name card and we will organize for delivery, does it need to be gift wrapped",PROACTIVE,PRESENT_X;CANON,14;PRESENT_X;CANON,*,0.32374148815870285,,-
684,"this ranges from 50 iso up to 6400, I think if you had the old canon it's probably the same specification",PROACTIVE,PRESENT_X;CANON,14;PRESENT_X;CANON,-,0.32374148815870285,,-
1983,do we need to gift wrap this,PROACTIVE,PRESENT_X;CANON,14;PRESENT_X;CANON,-,0.32374148815870285,,-
1054,"we have a brochure with the full specifications and our card, if you would like that as well",PROACTIVE,PRESENT_X;CANON,14;PRESENT_X;CANON,-,0.32374148815870285,,-
2039,it comes in black white and silver,PROACTIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
4218,aside from Silver it comes in black and white,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,*,0.45450198163791578,,-
4704,silver white and black,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
4597,silver white and black,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
4659,aside from Silver it also comes in black and white,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
4157,No it only comes in black white and silver,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
4044,No aside from Silver it comes also in black and white,PASSIVE,PRESENT_X;SONY,150;PRESENT_X;SONY,-,0.45450198163791578,,-
740,"over here we have the Nikon Coolpix, and it's designed to be a good family and friends camera to go out and have fun with you ,and to be very easy to use it has great picture quality at 20 megapixel sensor",PROACTIVE,PRESENT_X;NIKON,151;PRESENT_X;NIKON,-,0.3934907118479411,,-
351,food is fun too I guess the perfect cameras is just over here,PROACTIVE,PRESENT_X;NIKON,151;PRESENT_X;NIKON,-,0.3934907118479411,,-
2383,"over here this camera is designed for family friends, its good fun camera fully automatic takes beautiful pictures and its design to not get in the way, please pick it up and take a few shots",PROACTIVE,PRESENT_X;NIKON,151;PRESENT_X;NIKON,*,0.3934907118479411,,-
3475,yes it does come in Black,PASSIVE,PRESENT_X;SONY,152;PRESENT_X;SONY,*,0.71241629123687744,,-
4101,Yes that also comes in Black,PASSIVE,PRESENT_X;SONY,152;PRESENT_X;SONY,-,0.71241629123687744,,-
397,yeah,PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,-,0.18540437353981865,,-
874,this one he's excellent it takes pictures that are as good as a top-end professional model but it's a quarter of the price,PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,-,0.18540437353981865,,-
1643,"good afternoon, this particular camera is designed for travel pictures, it's really quite lightweight, takes great pictures $550",PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,-,0.18540437353981865,,-
1947,"This camera is $550, it's designed for extended travel,l it takes really nice pictures",PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,*,0.18540437353981865,,-
2242,Hey,PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,-,0.18540437353981865,,-
1729,"Sensor size is the size of the computer chip in the back of the camera that picks up the image from the lens, so the bigger the sensor, the bigger the area the better quality the picture, it has a three-quarter sensor which its old fashioned measurement, it's quite large, it's about five times six times each dimension compared to your old mobile phone",PROACTIVE,PRESENT_X;SONY,153;PRESENT_X;SONY,-,0.18540437353981865,,-
1650,"This is the Canon 5d mark 3, so pick it up and you'll see the body alone weighs a kilo",PROACTIVE,PRESENT_X;CANON,154;PRESENT_X;CANON,-,0.44625106564274541,,-
1911,"You really only have a choice of two cameras the nikon or the Canon we carry the Canon 5d Mark 3, have you used canon before",PROACTIVE,PRESENT_X;CANON,154;PRESENT_X;CANON,-,0.44625106564274541,,-
778,"yes this is a Canon 5d Mark 3, have you got the Mark 2 now?",PROACTIVE,PRESENT_X;CANON,154;PRESENT_X;CANON,*,0.44625106564274541,,-
751,you probably heard of the Canon 5d Mark 3 and you probably seen it in the field,PROACTIVE,PRESENT_X;CANON,154;PRESENT_X;CANON,-,0.44625106564274541,,-
