,SPEECH,SHOPKEEPER,SPATIAL_STATE,CLUSTER_ID,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,TSS,IS_BAD_CLUSTER
2523,hi I'm looking for a camera I'm I'm a journalist but I'm trying to get into photojournalism,PROACTIVE,PRESENT_X;NIKON,116;PRESENT_X;NIKON,-,0.372068895234002,,-
2016,all it does to this ticket again,PROACTIVE,PRESENT_X;NIKON,116;PRESENT_X;NIKON,-,0.372068895234002,,-
2006,the ones who I'm looking for something light,PROACTIVE,PRESENT_X;NIKON,116;PRESENT_X;NIKON,*,0.372068895234002,,-
2813,ok,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1714,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1779,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
2718,ok,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1799,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,*,0.45671258112530649,,-
325,I see AA ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
3686,ok that's quite a lot lighter,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1847,ok do you have any other cameras that can just look at,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
3870,ok can you show me the camera please,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1820,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1966,ok do you have any other cameras,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
461,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
3024,OK and how much does it weigh,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
4870,ok,PASSIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1976,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1787,ok ok so I'll let you know then and I'll be back soon then thank you for your help,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1803,ok is this camera really nice,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1881,ok,PROACTIVE,PRESENT_X;SONY,117;PRESENT_X;SONY,-,0.45671258112530649,,-
1373,this will be pictures from my friends and family,PROACTIVE,FACE_TO_FACE;NONE,118;FACE_TO_FACE;NONE,-,0.60416228771209712,,-
1604,you will be pictures from my family and friends,PROACTIVE,FACE_TO_FACE;NONE,118;FACE_TO_FACE;NONE,-,0.60416228771209712,,-
1565,family and friends pictures,PROACTIVE,FACE_TO_FACE;NONE,118;FACE_TO_FACE;NONE,-,0.60416228771209712,,-
1481,suicide pictures from my friends and family,PROACTIVE,FACE_TO_FACE;NONE,118;FACE_TO_FACE;NONE,*,0.60416228771209712,,-
1551,pictures from my family and friends,PROACTIVE,FACE_TO_FACE;NONE,118;FACE_TO_FACE;NONE,-,0.60416228771209712,,-
3669,okay that sounds good then I'm going to be going on Holiday Inn I want to take some photos of the night sky will this be good for that ,PASSIVE,PRESENT_X;NIKON,119;PRESENT_X;NIKON,-,0.3196703338623047,,-
988,standard pictures you know ,PROACTIVE,PRESENT_X;NIKON,119;PRESENT_X;NIKON,-,0.3196703338623047,,-
3871,that sounds good for taking with me on my holiday,PASSIVE,PRESENT_X;NIKON,119;PRESENT_X;NIKON,*,0.3196703338623047,,-
3876,I'll be taking photos as well of my friends on my holiday will I look good with this camera,PASSIVE,PRESENT_X;NIKON,119;PRESENT_X;NIKON,-,0.3196703338623047,,-
418,just your standard holiday fare,PROACTIVE,PRESENT_X;NIKON,119;PRESENT_X;NIKON,-,0.3196703338623047,,-
1591,thank you very much for your assistance and have a great day,PROACTIVE,PRESENT_X;SONY,11;PRESENT_X;SONY,-,0.55343306064605713,,-
2574,mmm I think I'll have to think about it thank you very much anytime,PROACTIVE,PRESENT_X;SONY,11;PRESENT_X;SONY,*,0.55343306064605713,,-
3992,so I heard about this model but it kind of looks like looks like I can't do a lot of stuff in it,PASSIVE,PRESENT_X;SONY,120;PRESENT_X;SONY,-,0.38253390789031982,,-
4068,yeah but I don't really know that stuff does it have any effect modes,PASSIVE,PRESENT_X;SONY,120;PRESENT_X;SONY,-,0.38253390789031982,,-
4889,So can it take pictures of moving animals and stuff by quite ,PASSIVE,PRESENT_X;SONY,120;PRESENT_X;SONY,*,0.38253390789031982,,-
1542,$100 affordable and I like the style of this camera,PROACTIVE,PRESENT_X;SONY,121;PRESENT_X;SONY,-,0.42743432521820068,,-
4550,how does the price compare between the Sun and the cannon,PASSIVE,PRESENT_X;SONY,121;PRESENT_X;SONY,-,0.42743432521820068,,-
1804,man babe I like the cannon,PROACTIVE,PRESENT_X;SONY,121;PRESENT_X;SONY,-,0.42743432521820068,,-
4541,and how does the iso compared with the cannon,PASSIVE,PRESENT_X;SONY,121;PRESENT_X;SONY,*,0.42743432521820068,,-
1846,ok ok sounds pretty good what a problem the sensor size is it OK or is it little I don't know,PROACTIVE,PRESENT_X;SONY,122;PRESENT_X;SONY,-,0.44296824932098389,,-
631,hi how you doing you know I was looking for a camera has a very good sensor size,PROACTIVE,PRESENT_X;SONY,122;PRESENT_X;SONY,*,0.44296824932098389,,-
4642,So other camera has a smaller sensor,PASSIVE,PRESENT_X;SONY,122;PRESENT_X;SONY,-,0.44296824932098389,,-
2898,Is there any other manual setting camera,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
1399,that's wonderful and what about the manual settings,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
4879,what manual settings to the house,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
3167,is this a fully automatic or manual settings,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
1652,what about the manual settings can I adjust it,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
2196,what about the manual settings still all the manual settings of the old one,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
3019,when did the manual settings is this you can sit this on automatic or manual right,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
3303,Can you explain to me the manual settings for this camera,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
3116,K and the manual settings,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,*,0.28445129122288582,,-
2532,any manual settings,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
75,sounds good what about the manual settings,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
346,on the manual settings,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
126,oh I'm not so good with manual settings in cameras maybe can you tell me other models that's more easy to use,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
4586,what manual settings can I control,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
3043,and the manual settings how many manual settings does it have,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
4024,How many manual settings on this,PASSIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
1317,does it comes with manual settings,PROACTIVE,PRESENT_X;CANON,123;PRESENT_X;CANON,-,0.28445129122288582,,-
458,I'm just looking around at the moment thanks,PROACTIVE,PRESENT_X;SONY,124;PRESENT_X;SONY,-,0.3869783878326416,,-
2246,Present moment is my pictures,PROACTIVE,PRESENT_X;SONY,124;PRESENT_X;SONY,-,0.3869783878326416,,-
3648,I'm looking to upgrade my camera of the moment the exposure setting is only so good how long is the exposure on this,PASSIVE,PRESENT_X;SONY,124;PRESENT_X;SONY,-,0.3869783878326416,,-
382,I'm just browsing at the moment around,PROACTIVE,PRESENT_X;SONY,124;PRESENT_X;SONY,*,0.3869783878326416,,-
3048,yes I'm going to cameras but to the new digital cameras are not good at,PASSIVE,PRESENT_X;SONY,125;PRESENT_X;SONY,*,0.53160727024078369,,-
2281,oh hi I'm looking for a new camera I just broke mine,PROACTIVE,PRESENT_X;SONY,125;PRESENT_X;SONY,-,0.53160727024078369,,-
4720,what was the ISO on the bigger one,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
4719,I said what's the ISO on this one,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,*,0.31008499051317756,,-
4331,what about the iso what is ISO anything,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
3127,in the iso what is the ISO on this camera,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
229,I see how high can the iso be,PROACTIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
2682,how is the iso,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
3650,how about the ISO something,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
3997,and the ISO,PASSIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
213,that sounds good how high can I set the ISO,PROACTIVE,PRESENT_X;SONY,126;PRESENT_X;SONY,-,0.31008499051317756,,-
106,IC,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3439,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3842,I said that's good,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2549,who is perfect,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1590,just I will come back in an hour and see if is what I'm looking for,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4298,I think the other one looks better maybe I'll come back later thank you,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4314,oh my God that's still too expensive we have anything that costs less than $69,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4219,I guess that's all thank you,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1713,maybe,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
129,and does it take good pictures in dark environment,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
264,that looks good,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
459,oh yeah ok,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2554,looks very good,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3459,ic,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1351,you as well,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1664,Nazi,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2068,voice it is this sounds very very interesting,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3611,that sounds very good,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3814,wonderful,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1668,sometimes sometimes,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
489,sounds impressive,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3542,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4635,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
322,IC,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4655,cic,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1632,Etsy,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4658,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3938,yeah what's ISO,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3918,okay that's nice,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
215,does it come in white,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3494,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
219,that's true,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3423,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
265,common black,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3428,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4641,So here it says aps-c what does that mean,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1225,chip credit card,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3532,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1624,wonderful so most likely I'll be back here tomorrow,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1217,oh that is cheap shockingly so,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4495,would that make it easy to focus on something that's moving fast,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3890,that's good,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,*,0.042921585376147181,,BAD
3541,does this come in red too,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4226,no that's fine,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4597,what colors does it come in,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
216,how much does this cost,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3910,okay that's probably not so good for me,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3507,can I know how much this week,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2028,I just want something simple,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3613,thank you okay I'm really interested in this when they come back tomorrow,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4856,if you think you,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
397,she's late,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4131,can I use it pretty much use it anywhere,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4132,complex,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
635,can I try,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1433,I won't be able to return in an hour can we try it like another day,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
491,but,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1432,That's very affordable,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2286,wow that's pretty impressive,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1031,I think that's alright for me yeah yeah that's pretty much what I'm going to use it for but how much does it cost again,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4014,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4013,what's that,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3225,I will just look around,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4010,how does it Focus,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4215,I love Instagram,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1416,okay I think that I can come back in one hour then,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1415,right now,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2014,oh yeah what's up I don't know I don't like this I'm very much,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4765,it looks lighter than the first one you should me as well,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4152,that's right,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1543,well I think this one was really nice,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1412,ok I wait,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4007,now this looks pretty small,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4154,how many,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
232,IC,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1821,it's not bad not bad,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3175,let me think about it I'll get back to you okay,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
193,ic,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
816,oh yeah that's very good,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3736,everything I need but then go get this one,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2810,IC,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4113,okay what about that one over there,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1730,sounds pretty good,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1903,K,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3733,what colors does it come in,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1929,ok maybe you know what can I get can I get this one then and if I can I'll get this,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
3074,okay well let me think about that okay thank you very much,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4041,Does it have good or Focus,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1082,oh yeah expensive but I think I could afford that,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4947,can i pick it up,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4101,does this one also have black,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
107,if you have a model like that I'd like to see that,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
4065,pretty cool,PASSIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
1906,okay I'll take the black one then,PROACTIVE,PRESENT_X;SONY,127;PRESENT_X;SONY,-,0.042921585376147181,,BAD
2201,I'm actually a professional photographer and an paparazzi do you have something more portable and more discreet that I can use,PROACTIVE,PRESENT_X;CANON,128;PRESENT_X;CANON,*,0.41136605209774441,,-
2024,I am just going to have a trip so I'm I'm looking for something very simple to use,PROACTIVE,PRESENT_X;CANON,128;PRESENT_X;CANON,-,0.41136605209774441,,-
2036,I'm a professional photographer end wanted to have a trip and I don't want to take like something that big but you know good enough for me to be able to pull some of these pictures,PROACTIVE,PRESENT_X;CANON,128;PRESENT_X;CANON,-,0.41136605209774441,,-
3462,hi I'm looking for a camera that comes in the color red,PASSIVE,WAITING;NONE,129;WAITING;NONE,-,0.40742233064439559,,-
4407,does this thing on camera and they come in silver color,PASSIVE,WAITING;NONE,129;WAITING;NONE,*,0.40742233064439559,,-
4735,did this camera come in any other colors,PASSIVE,WAITING;NONE,129;WAITING;NONE,-,0.40742233064439559,,-
4611,how many colors does this icon coming,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3755,can you tell me some information about this,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3782,Tata,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
363,Ikea,PROACTIVE,WAITING;NONE,12;WAITING;NONE,*,0.13454651460051537,,-
699,cu,PROACTIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3059,I'm looking for a mid mid range priced camera,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3471,hi can I know the price of this camera,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3616,Thank you yes I'm looking for a very high-quality camera not leave the longest something for highest ISO that's wonderful you got me which one might be suitable for me,PASSIVE,WAITING;NONE,12;WAITING;NONE,-,0.13454651460051537,,-
3161,use me could you explain this camera to me I'm looking for a high-end camera digital camera and I looked at the other two but they were not as good,PASSIVE,WAITING;NONE,130;WAITING;NONE,-,0.39238227738274467,,-
3545,excuse me I'm looking for a professional camera,PASSIVE,WAITING;NONE,130;WAITING;NONE,*,0.39238227738274467,,-
1947,Skewes me sir do you know how much is this camera,PROACTIVE,WAITING;NONE,130;WAITING;NONE,-,0.39238227738274467,,-
273,is it heavy,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3144,okay and what is the what is ISO,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
946,this one is better for me for now,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3530,how about it is so it is,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
4151,and how big is it,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
4102,is this better than the last one,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
234,is it heavy though,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3493,what about it is so,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3643,and that's what is it,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
2873,is this full manual,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
426,is it very heavy,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
592,is it possible for me to do try this,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
2834,is it full manual,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
2781,is this one manual,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3342,how high should I so how will is it able to shoot,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
2794,is this good for daily use,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
260,is it heavy,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3908,is it the cheapest,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
2716,is this heavy,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,*,0.12352913716607843,,-
4721,so this one is half the previous one which means you should be better right,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
3440,what is it synthesized in,PASSIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
1711,what about the is so great how long is that,PROACTIVE,PRESENT_X;SONY,131;PRESENT_X;SONY,-,0.12352913716607843,,-
356,I'm looking for a new camera,PROACTIVE,PRESENT_X;CANON,132;PRESENT_X;CANON,-,0.55514058470726013,,-
641,I want to ask more about the canon is it heavy do I have to buy a new lens,PROACTIVE,PRESENT_X;CANON,132;PRESENT_X;CANON,*,0.55514058470726013,,-
1549,see you have a great day,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
915,thank you have a good day,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
3421,kiss me,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
2720,use me,PASSIVE,WAITING;NONE,133;WAITING;NONE,*,0.11237650988053302,,-
950,thank you YouTube,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
1788,you too,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
1826,ok you too,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
4276,use me,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
3437,kiss me,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
3451,yes please,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
2872,is this full manual,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
1733,okay see you soon,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
3501,hi can I ask something,PASSIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
723,YouTube bye bye,PROACTIVE,WAITING;NONE,133;WAITING;NONE,-,0.11237650988053302,,-
4714,it looks like a good camera what this iso mean,PASSIVE,PRESENT_X;CANON,134;PRESENT_X;CANON,-,0.19537511872656552,,-
