CLUSTER_ID,TIMESTAMP,TRIAL,CUSTOMER_TYPE,SPATIAL_STATE,STATE_TARGET,CUSTOMER_FROM_MOTION,CUSTOMER_TO_MOTION,CUSTOMER_LOCATION,SHOPKEEPER_FROM_MOTION,SHOPKEEPER_TO_MOTION,SHOPKEEPER_LOCATION,CUSTOMER_SPEAKING,CUSTOMER_SPEECH,CUSTOMER_KEYWORDS,CUSTOMER_SPEECH_DURATION,SHOPKEEPER_SPEAKING,SHOPKEEPER_SPEECH,SHOPKEEPER_KEYWORDS,SHOPKEEPER_SPEECH_DURATION,BAD_CLUSTER,TYPICAL_VECTOR
137;PRESENT_X;NIKON,1437641948,542,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,pickup truck decals for pictures,pickup truck decals;pictures,3000,-,-
137;PRESENT_X;NIKON,1438244247,639,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so the pictures of the party in the friends,pictures;party;friends,2651,-,-
137;PRESENT_X;SONY,1437643258,546,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,pictures of my name,pictures,4304,-,*
138;PRESENT_X;CANON,1435222894,147,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the standard shutter exposure settings go up to 30 seconds but then it has a bulb mode so you can stay open for as long as you want,shutter exposure settings;bulb mode,7372,-,-
138;PRESENT_X;CANON,1435223185,149,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,understanding shutter speeds a Bugatti 30 seconds you can also change the bulb mode where you can keep the shutter open forever,bulb mode;shutter;Bugatti,6113,-,-
138;PRESENT_X;CANON,1435904450,221,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the normal exposures up to 30 seconds but it has a bulb mode so you can go forever,normal exposures;bulb mode,4866,-,-
138;PRESENT_X;CANON,1436433620,392,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the normal shutter speed goes up to 30 seconds if you wanted to go longer than that this camera has a bulb mode so you can keep the shutter open for as long as you choose,normal shutter speed;bulb mode;camera,7661,-,*
138;PRESENT_X;CANON,1437633368,520,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the study expose you guys up to 30 seconds and then it has a bald mode so you need you can keep the shop for as long as you want I was so days,NO_KEYWORD,9461,-,-
138;PRESENT_X;SONY,1437645390,552,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the set of exposure runs up to 30 seconds only scammer thats the limit a lot of cameras have a bulb mode where you can keep the shutter open for a minute but that quadruples the price,bulb mode;thats;shutter;limit;exposure;cameras;set;price,13375,-,*
139;FACE_TO_FACE;NONE,1438239475,627,ADVANCED,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,oh please take some pictures around about half a kilo with the basic zoom lens we have on it now,basic zoom lens;kilo;pictures,5493,-,*
139;PRESENT_X;CANON,1436429231,377,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,Okemos in this range again to worry about one kilo for the body at 1 to 20 kilos for the lens so that's how it goes in that business I guess,kilos;kilo;Okemos;lens;range;body;business,10000,-,*
139;PRESENT_X;SONY,1436436652,403,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's already it's only about half a kilo in weight but the lens only,kilo;lens;weight,6603,-,-
139;PRESENT_X;SONY,1437719929,568,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's around about half a kilo please pick this one up as well take some pictures if you like,kilo;pictures,6390,-,-
139;PRESENT_X;SONY,1437725758,590,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,$500 and about half a kilo,kilo,4211,-,*
139;PRESENT_X;SONY,1438239508,627,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,compared with the Canon over here which way is the full kilo just for the body and the lens and the underwater housing is for the seven thousand dollars but the camera body is so funny $2000,underwater housing;camera body;kilo;dollars;lens;Canon;way,13000,-,-
13;FACE_TO_FACE;NONE,1438240632,632,NOVICE,FACE_TO_FACE,NONE,NONE,NONE,SONY,SERVICE_COUNTER,MIDDLE,MIDDLE,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help,afternoon,3258,-,*
13;NONE;DOOR,1437639008,534,NOVICE,NONE,DOOR,NONE,NONE,DOOR,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,3447,-,*
13;NONE;MIDDLE,1436434081,394,NOVICE,NONE,MIDDLE,DOOR,MIDDLE,MIDDLE,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2108,-,*
13;PRESENT_X;CANON,1435907025,233,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2279,-,*
13;PRESENT_X;CANON,1435907746,238,NOVICE,PRESENT_X,CANON,SONY,CANON,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2337,-,-
13;PRESENT_X;CANON,1436431481,383,NOVICE,PRESENT_X,CANON,DOOR,CANON,CANON,SERVICE_COUNTER,CANON,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help,afternoon,2451,-,-
13;PRESENT_X;CANON,1438239865,629,ADVANCED,PRESENT_X,CANON,DOOR,CANON,CANON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help,afternoon,2848,-,-
13;PRESENT_X;NIKON,1435220623,142,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help today,afternoon,2725,-,-
13;PRESENT_X;NIKON,1435905786,231,ADVANCED,PRESENT_X,NIKON,NONE,NONE,NIKON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2182,-,*
13;PRESENT_X;NIKON,1435907181,234,ADVANCED,PRESENT_X,NIKON,NONE,NONE,SONY,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2210,-,-
13;PRESENT_X;NIKON,1436429393,378,NOVICE,PRESENT_X,NIKON,DOOR,NIKON,NIKON,SERVICE_COUNTER,NIKON,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help,afternoon,2648,-,-
13;PRESENT_X;NIKON,1438242904,634,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2023,-,-
13;PRESENT_X;SONY,1435224641,156,ADVANCED,PRESENT_X,SONY,NONE,NONE,DOOR,SERVICE_COUNTER,SONY,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help today,afternoon,8701,-,-
13;PRESENT_X;SONY,1437645257,552,ADVANCED,PRESENT_X,SONY,NONE,NONE,DOOR,SERVICE_COUNTER,SONY,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the afternoon how can I help,afternoon,2837,-,*
13;WAITING;NONE,1435908624,243,ADVANCED,WAITING,NONE,NONE,NONE,CANON,NONE,NONE,SERVICE_COUNTER,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,afternoon how can I help,afternoon,2052,-,*
140;PRESENT_X;CANON,1435904712,223,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it is a very complicated Cameron many ways it's a tough and professional camera,Cameron many ways;professional camera,4809,-,-
140;PRESENT_X;CANON,1435907327,235,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is a tough and professional camera can I ask what sort of pictures your wife takes,professional camera;sort;wife;pictures,6129,-,-
140;PRESENT_X;CANON,1436424234,360,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is a tough and professional camera so it only comes in Black,professional camera;Black,3232,-,*
140;PRESENT_X;CANON,1436435373,396,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you're a professional and this is a tough and professional camera the latest Canon 5D Mark 3,latest Canon;professional camera;Mark,5707,-,-
140;PRESENT_X;CANON,1437637945,530,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,okay this is a tough and professional camera if you do everything you could possibly want to do creatively but the body alone is $2000 and then you have to buy lenses,NO_KEYWORD,11923,-,-
140;PRESENT_X;CANON,1437643936,548,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,gets very complicated with sex and who pays,sex,3866,-,-
141;PRESENT_X;NIKON,1436428699,375,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so good camera that's fun to use with friends and family going out having a good time and doing little travel,good camera;little travel;good time;fun;friends;family,5725,-,-
141;PRESENT_X;NIKON,1436432543,387,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's go to settings I think you have a lot of fun with it,settings;fun,2986,-,-
141;PRESENT_X;NIKON,1438239327,626,ADVANCED,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's stylish and fun,fun,2014,-,*
141;PRESENT_X;NIKON,1438245054,642,ADVANCED,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you need something like white photo incredibly easy to use it's going to be fun for circle party but you don't have to think about while you're hanging from a thread,white photo;circle party;thread;fun,7598,-,-
141;PRESENT_X;SONY,1435904992,225,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,who does fun so I guess the perfect cameras just over here,perfect cameras;fun,3869,-,*
141;PRESENT_X;SONY,1436428973,376,NOVICE,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,over here we have the Nikon Coolpix Oakland and it's designed to be a good family and friends camera to go out and have fun with you and to be very easy to use it has great picture quality at 20 megapixel sensor,Nikon Coolpix Oakland;megapixel sensor;great picture quality;friends camera;good family;fun,11991,-,-
142;PRESENT_X;CANON,1435218677,133,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is one of the best cameras we have for low light because of 6400 ISO that's very little noise in the picture and it comes through in a very stable way,best cameras;stable way;low light;noise;ISO;picture,9384,-,*
142;PRESENT_X;NIKON,1435220247,140,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is one of the best cameras in this range at this price point have to like to see the other colors is there anything else I should know,best cameras;price point;range;colors,8303,-,-
142;PRESENT_X;NIKON,1435222725,146,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,one of the best cameras at the price it's only $68,best cameras;price,4484,-,*
142;PRESENT_X;NIKON,1435223530,150,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is only $68 it's the best camera in its price range,best camera;price range,3995,-,-
142;PRESENT_X;NIKON,1435904356,220,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,what's very cheap it's the best value we have in this price range of $68,best value;price range,4522,-,-
142;PRESENT_X;SONY,1437643083,546,ADVANCED,PRESENT_X,SONY,CANON,SONY,SONY,CANON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this is something you make money at Royal try to take the best that you can competition,money;Royal,6917,-,*
143;PRESENT_X;NIKON,1435904345,220,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,how this camera is very light it only weighs 120 grams you can fit in a pocket,grams;camera;pocket,4601,-,-
143;PRESENT_X;NIKON,1435908146,240,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,it's just over 100 grams it will fit in a pocket,grams;pocket,3708,-,-
143;PRESENT_X;NIKON,1436432477,387,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can see it's very light on Sony 120 grams and small so it fits in a pocket,grams;Sony;pocket,4329,-,*
143;PRESENT_X;NIKON,1436436954,405,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,you can feel the way tits on a 120 grams and it fits in a pocket,grams;pocket;way,6000,-,-
143;PRESENT_X;NIKON,1438243013,634,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,we can see it only weighs 220 grams so it's very handy actually fits in your pocket,grams;pocket,4260,-,-
143;PRESENT_X;NIKON,1438245111,642,ADVANCED,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,3120 grams you can see it small enough to slip in the pocket,grams;pocket,3448,-,-
144;PRESENT_X;CANON,1437724838,585,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,what kind of trip is it going to be,kind;trip,3066,-,*
144;PRESENT_X;CANON,1437725658,590,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,We have top end photojournalism end fashion come over here we have point-and-shoot cameras basic automatic around $68 he we have a camera that sits neatly in the middle around $500 if you go on the trip of a lifetime but you don't want to carry about the camera please feel free to browse if you haven't a questions Romaines just ask,photojournalism end fashion;point-and-shoot cameras;lifetime;middle;trip;questions,21346,-,-
144;PRESENT_X;NIKON,1437726210,592,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the next step up from the cameras actually $500 it takes beautiful pictures comparable with a top end fashion but your concealed $500 it's quite lights relatively cheap for what it can do that's a lot of manual control if you want to take some more credit pictures on your trip this is a fantastic choice,fantastic choice;beautiful pictures;end fashion;manual control;credit pictures;cameras;lights;step;trip,22841,-,-
144;PRESENT_X;NIKON,1437726282,592,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,enjoy your trip,trip,4043,-,*
144;PRESENT_X;NIKON,1438242945,634,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,thanks beautiful pictures outside so if you got a bit of a trip as well you can get some nice landscapes,thanks beautiful pictures;nice landscapes;bit;trip,4311,-,-
144;PRESENT_X;SONY,1437721012,573,NOVICE,PRESENT_X,SONY,NONE,NONE,NIKON,NIKON,SONY,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,sure it's designed for people going to exotic locations doing something exciting you can do a trip of a lifetime with this cameras,exotic locations;lifetime;cameras;people;trip,11977,-,*
145;PRESENT_X;CANON,1435220543,141,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,yes it is heavy it weighs one kilogram without a lens,kilogram;lens,3903,-,-
145;PRESENT_X;CANON,1435223908,152,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,almost one kilogram and the lens would double the whole camera white,kilogram;lens;camera,3783,-,-
145;PRESENT_X;CANON,1436425904,367,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this camera but it just without lens on MySpace a kilogram,kilogram;lens;MySpace;camera,3745,-,-
145;PRESENT_X;CANON,1436434183,394,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,and you can feel the price in the White House well it's almost weighs a kilogram before you put a lens on it,White House;kilogram;lens;price,4688,-,-
145;PRESENT_X;CANON,1437720681,571,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this camera body weighs a kilogram but remember it doesn't have a lens on it so that will double the weight,camera body;kilogram;remember;lens;weight,7420,-,*
145;PRESENT_X;CANON,1438240309,630,NOVICE,PRESENT_X,CANON,NONE,NONE,NIKON,NIKON,CANON,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,now where the nickel is a hundred twenty grams please pick up the can and you'll see it weighs a kilogram without a lens,kilogram;grams;nickel;lens,6451,-,-
146;PRESENT_X;CANON,1435905812,231,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,mini it's designed for manual override of all functions depending on the lens you use most Auto functions are usually available,manual override;Auto functions;lens,7671,-,-
146;PRESENT_X;CANON,1436423641,357,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,have you thought about a lens,lens,2463,-,-
146;PRESENT_X;CANON,1437642745,545,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,depending on the lens you buy the double or triple,lens,3494,-,*
146;PRESENT_X;CANON,1437725981,591,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is there available is separate accessories many people to buy this camera have lens is from previous camera,previous camera;separate accessories;lens;people,7526,-,-
146;PRESENT_X;CANON,1438239680,628,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,what you're looking at now is a high in photojournalism camera so no huddle affordable and you can feel it wiser poop kilogram without a lens so it's very complicated to use I can show you a much simpler camera,wiser poop kilogram;photojournalism camera;simpler camera;huddle;lens,10418,-,-
146;PRESENT_X;NIKON,1436511626,414,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the auto focus features of this camera fantastic so it will pick up mostly what you're looking at through the lens,auto focus features;lens;camera,6551,-,*
147;FACE_TO_FACE;NONE,1436435527,397,NOVICE,FACE_TO_FACE,NONE,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,over here we have the semi-pro models they take great photographs there a quarter the price but there is some compromise they would have a child is to control you have,semi-pro models;great photographs;compromise;quarter;price;child,7183,-,*
147;PRESENT_X;CANON,1436431897,384,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you can see the Sony at a quarter of the price takes pictures that are almost as good it's a good compromise,good compromise;Sony;quarter;price;pictures,8000,-,*
147;PRESENT_X;CANON,1436515477,425,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the monitor is more like the Sony camera we have over here it's a quarter the price includes the lens and still takes absolutely beautiful pictures almost as good as the top end camera but at a,absolutely beautiful pictures;Sony camera;end camera;lens;monitor;quarter;price,12045,-,-
147;PRESENT_X;SONY,1436432624,388,NOVICE,PRESENT_X,SONY,MIDDLE,SONY,SONY,SERVICE_COUNTER,SONY,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this one he's excellent it takes pictures that are as good as a top-end professional model but it's a quarter of the price,top-end professional model;quarter;pictures;price,6093,-,-
147;PRESENT_X;SONY,1436433133,390,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is there any $550 Subs a quarter to a fifth of price of a high-end professional camera,high-end professional camera;Subs;quarter;price,7000,-,-
147;PRESENT_X;SONY,1436433749,392,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,and it only costs $550 so it is a quarter of the price,quarter;price,3814,-,*
148;FACE_TO_FACE;NONE,1437638397,532,ADVANCED,FACE_TO_FACE,NONE,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is a lot of Creative Studios it works great in low light is has an ISO 6400 so you don't need to invest in a big expensive lighting kit it also has full manual control over things like shutter speed which can be indifferent you can have an influence dissipate,NO_KEYWORD,17002,-,*
148;PRESENT_X;CANON,1437633622,521,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,because this camera has a full frame CMOS sensor is so 6400 which is quite hi it's grace in low light conditions it'll give you really please picture in quite low light,NO_KEYWORD,13395,-,-
148;PRESENT_X;CANON,1437720602,571,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,full-frame CMOS sensor so it's got outstanding resolution and you have great performance in low light with full-size sensor and an ISO 6400,full-frame CMOS sensor;full-size sensor;great performance;low light;ISO,10000,-,-
148;PRESENT_X;CANON,1437721436,575,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,Because of the 6400 so it's really good in low light end with the CMOS sensor full-size CMOS sensor end a good sensitivity like that the nighttime pictures have really low noise every crisp,sensor full-size CMOS;nighttime pictures;good sensitivity;low noise;light end;crisp,17606,-,-
148;PRESENT_X;CANON,1437721724,576,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING, It's probably similar to the previous model Seaviews so it goes up 6400 ISO end it still has the CMOS sensor end full-size soda lowlight pictures are really good end crisp,soda lowlight pictures;CMOS sensor end;previous model Seaviews;end crisp;ISO end,14388,-,-
148;PRESENT_X;CANON,1437725993,591,ADVANCED,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,the full frame CMOS sensor and has an ISO 6400 so its really good and crisp and quite low light,frame CMOS sensor;low light;ISO,8669,-,*
149;PRESENT_X;CANON,1435218462,132,NOVICE,PRESENT_X,CANON,NONE,NONE,CANON,NONE,NONE,CANON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,this only comes in black dude what were you looking for in a camera,black dude;camera,5573,-,*
149;PRESENT_X;NIKON,1435904749,223,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so why you looking for camera that's easy to use and Fairly reliable,camera,4735,-,-
149;PRESENT_X;NIKON,1436429447,378,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,up there all the same so you're looking for a camera that can be as sociable As You Are,camera,6000,-,-
149;PRESENT_X;NIKON,1436432429,387,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,so you're looking for a camera that's good in social situations maybe if you travel pics from time to time,social situations;pics;time;camera,5964,-,*
149;PRESENT_X;SONY,1435908744,243,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,This camera should achieve most of what you're looking for,camera,3896,-,*
149;PRESENT_X;SONY,1437720569,571,ADVANCED,PRESENT_X,SONY,NONE,NONE,SONY,NONE,NONE,SONY,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,oh so you're looking for a business package full creative control so the camera,business package;camera;control,12000,-,-
14;PRESENT_X;NIKON,1435218580,132,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is there anything else I can help you with today,NO_KEYWORD,4082,-,*
14;PRESENT_X;NIKON,1435907527,236,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,anything else I can help you with,NO_KEYWORD,3357,-,-
14;PRESENT_X;NIKON,1436432555,387,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,that's great is there anything else I can offer you a brochure for that camera today,brochure;camera,4656,-,-
14;PRESENT_X;NIKON,1436432772,388,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is there anything else I can help you with,NO_KEYWORD,2821,-,-
14;PRESENT_X;NIKON,1436510331,409,NOVICE,PRESENT_X,NIKON,NONE,NONE,NIKON,NONE,NONE,NIKON,SILENCE,NONE,NO_KEYWORD,0,SPEAKING,is there anything else I can help you with today,NO_KEYWORD,3501,-,-
